agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Oak Park Dept Of Public Safety,,,MI,Oak Park Public Safety Department,"13600 Oak Park Blvd, Oak Park, MI 48237, United States",42.4664259,-83.1831884,"police,local_government_office,point_of_interest,establishment"
Swansea Police Dept,Swansea,Police Dept,MA,Swansea Police Department,"1700 Grand Army Hwy, Swansea, MA 02777, United States",41.757145,-71.2474295,"police,point_of_interest,establishment"
Sapulpa Police Dept,Sapulpa,Police Dept,OK,Sapulpa Police Department,"20 N Walnut St, Sapulpa, OK 74066, United States",35.9996199,-96.1072977,"police,point_of_interest,establishment"
Derry Police Dept,Derry,Police Dept,NH,Derry Police Department,"1 Municipal Dr, Derry, NH 03038, United States",42.8934138,-71.3291339,"police,point_of_interest,establishment"
Orland Park Police Dept,Orland Park,Police Dept,IL,Orland Park Police Department,"15100 S Ravinia Ave, Orland Park, IL 60462, United States",41.6153535,-87.8573404,"police,point_of_interest,establishment"
Lacey Twp Police Dept,Lacey Twp,Police Dept,NJ,Lacey Township Police Department,"808 Lacey Rd, Forked River, NJ 08731, United States",39.8606362,-74.2083388,"police,point_of_interest,establishment"
Upper Darby Twp Police Dept,Upper Darby Twp,Police Dept,PA,Upper Darby Police Department,"7236 West Chester Pike, Upper Darby, PA 19082, United States",39.9629283,-75.2663178,"police,point_of_interest,establishment"
Middleton Police Dept,Middleton,Police Dept,WI,Middleton Police Department,"7341 Donna Dr, Middleton, WI 53562, United States",43.1056872,-89.5090362,"police,local_government_office,point_of_interest,establishment"
Belleville Twp Police Dept,Belleville Twp,Police Dept,NJ,Belleville Police Department,"152 Washington Ave, Belleville, NJ 07109, United States",40.7862648,-74.1525392,"local_government_office,police,point_of_interest,establishment"
Owatonna Police Dept,Owatonna,Police Dept,MN,Owatonna Police Department,"204 E Pearl St, Owatonna, MN 55060, United States",44.0869037,-93.2232952,"police,point_of_interest,establishment"
Henry County Sheriff Office,Henry County,Sheriff Office,VA,Henry County Sheriff's Department,"3250 Kings Mountain Rd, Martinsville, VA 24112, United States",36.7419913,-79.8918264,"local_government_office,police,point_of_interest,establishment"
Norwich Police Dept,Norwich,Police Dept,CT,Norwich Police Department,"70 Thames St, Norwich, CT 06360, United States",41.5216613,-72.0810924,"police,point_of_interest,establishment"
Universal City Police Dept,Universal City,Police Dept,TX,Universal City Ambulance,"2150 Universal City Blvd, Universal City, TX 78148, United States",29.5569128,-98.308051,"police,point_of_interest,establishment"
Perth Amboy Police Dept,Perth Amboy,Police Dept,NJ,Perth Amboy Police Department,"365 New Brunswick Ave, Perth Amboy, NJ 08861, United States",40.514718,-74.2763873,"police,point_of_interest,establishment"
Cranston Police Dept,Cranston,Police Dept,RI,Cranston Police Department,"5 Garfield Ave, Cranston, RI 02920, United States",41.802514,-71.442426,"police,point_of_interest,establishment"
Solana Beach,,,CA,Solana Beach Police Department,"175 N El Camino Real, Encinitas, CA 92024, United States",33.0494196,-117.2585176,"police,point_of_interest,establishment"
Andover Police Dept,Andover,Police Dept,KS,Andover City Police Department,United States,37.7015851,-97.1360828,"police,point_of_interest,establishment"
East Norriton Twp Police Dept,East Norriton Twp,Police Dept,PA,East Norriton Twp Police Department,"2501 Stanbridge St, Norristown, PA 19401, United States",40.1426941,-75.3326342,"police,point_of_interest,establishment"
Burbank Police Dept,Burbank,Police Dept,CA,Burbank Police Department,"200 N 3rd St, Burbank, CA 91502, United States",34.1833878,-118.3088279,"police,point_of_interest,establishment"
Gloucester Twp Police Dept,Gloucester Twp,Police Dept,NJ,Gloucester Twp Police Department,"1261 Chews Landing Rd, Clementon, NJ 08021, United States",39.8224097,-75.0425005,"police,point_of_interest,establishment"
Linden Police Dept,Linden,Police Dept,NJ,Linden Police Chief's Office,"301 Wood Ave, Linden, NJ 07036, United States",40.6313,-74.2555,"local_government_office,police,point_of_interest,establishment"
Ann Arbor Police Dept,Ann Arbor,Police Dept,MI,Ann Arbor Police Department,"301 E Huron St, Ann Arbor, MI 48104, United States",42.2816767,-83.7456297,"police,point_of_interest,establishment"
El Cajon Police Dept,El Cajon,Police Dept,CA,El Cajon Police Department,"100 Civic Center Way, El Cajon, CA 92020, United States",32.7969838,-116.9608516,"police,point_of_interest,establishment"
Little Egg Harbor Police Dept,Little Egg Harbor,Police Dept,NJ,Little Egg Harbor Township Police,"665 Radio Rd, Little Egg Harbor Township, NJ 08087, United States",39.5760198,-74.3637523,"police,point_of_interest,establishment"
Clearfield Police Dept,Clearfield,Police Dept,UT,Clearfield Police Department,"55 S State St, Clearfield, UT 84015, United States",41.1131695,-112.0237809,"police,point_of_interest,establishment"
San Diego Police Dept,San Diego,Police Dept,CA,San Diego Police Department Traffic,"9265 Aero Dr, San Diego, CA 92123, United States",32.8093044,-117.1270724,"police,point_of_interest,establishment"
Miramar Police Dept,Miramar,Police Dept,FL,Miramar Police Department,"3064 N Commerce Pkwy, Miramar, FL 33025, United States",25.9812969,-80.2827434,"police,point_of_interest,establishment"
Evanston Police Dept,Evanston,Police Dept,WY,Evanston Police Department,"1148 Front St, Evanston, WY 82930, United States",41.2693668,-110.9664688,"police,point_of_interest,establishment"
Hazleton City Police Dept,Hazleton City,Police Dept,PA,Hazleton City Police,"40 N Church St # 1, Hazleton, PA 18201, United States",40.9562394,-75.9768528,"police,point_of_interest,establishment"
Monroe County Sheriff Department,Monroe County,Sheriff Department,FL,Monroe County Sheriff's Department,"50 High Point Road, Tavernier, FL 33070, United States",24.9808461,-80.5517269,"local_government_office,police,point_of_interest,establishment"
Healdsburg Police Dept,Healdsburg,Police Dept,CA,Healdsburg Police Department,"238 Center St, Healdsburg, CA 95448, United States",38.6098563,-122.8689299,"police,point_of_interest,establishment"
Alton City Police Dept,Alton City,Police Dept,TX,Alton Police Department,"509 S Alton Blvd, Alton, TX 78573, United States",26.2822318,-98.3154451,"police,point_of_interest,establishment"
East Greenbush Town Police Dept,East Greenbush Town,Police Dept,NY,East Greenbush Police Department,"225 Columbia Turnpike, Rensselaer, NY 12144, United States",42.6175181,-73.7315148,"police,point_of_interest,establishment"
Ansonia Police Dept,Ansonia,Police Dept,CT,Ansonia Police Department,"2 Elm St, Ansonia, CT 06401, United States",41.3329757,-73.0732954,"police,point_of_interest,establishment"
Temecula,,,CA,Temecula Police Department,"30755-A Auld Rd, Murrieta, CA 92563, United States",33.5826898,-117.1224482,"police,point_of_interest,establishment"
Orem Police Dept,Orem,Police Dept,UT,Orem Department of Public Safety,"95 E Center St, Orem, UT 84057, United States",40.2976874,-111.6933268,"police,local_government_office,point_of_interest,establishment"
Griffith Police Dept,Griffith,Police Dept,IN,Griffith Police Department,"115 N Broad St, Griffith, IN 46319, United States",41.523483,-87.4272545,"police,point_of_interest,establishment"
Plano Police Dept,Plano,Police Dept,TX,Plano Police Department,"909 14th St, Plano, TX 75074, United States",33.0182505,-96.7026491,"local_government_office,police,point_of_interest,establishment"
Clayton Police Dept,Clayton,Police Dept,NC,Clayton Police Department,"315 E 2nd St, Clayton, NC 27520, United States",35.6505758,-78.4583261,"police,point_of_interest,establishment"
Crestwood Police Dept,Crestwood,Police Dept,MO,Crestwood Police Department,"1 Detjen Dr, St. Louis, MO 63126, United States",38.559152,-90.385718,"police,point_of_interest,establishment"
Beavercreek Police Dept,Beavercreek,Police Dept,OH,Beavercreek Police Department,"1388 Research Park Dr, Beavercreek, OH 45432, United States",39.7309406,-84.0681403,"police,point_of_interest,establishment"
Natick Police Dept,Natick,Police Dept,MA,Natick Police Department,"20 E Central St, Natick, MA 01760, United States",42.2846976,-71.3450893,"police,point_of_interest,establishment"
Laguna Beach Police Dept,Laguna Beach,Police Dept,CA,Beach Police Department,"505 Forest Ave, Laguna Beach, CA 92651, United States",33.545496,-117.781203,"police,point_of_interest,establishment"
Revere Police Dept,Revere,Police Dept,MA,Revere Police Department,"400 Revere Beach Pkwy, Revere, MA 02151, United States",42.4017565,-70.9997596,"police,point_of_interest,establishment"
Redondo Beach Police Dept,Redondo Beach,Police Dept,CA,Redondo Beach Police Department,"401 Diamond St, Redondo Beach, CA 90277, United States",33.845308,-118.388431,"police,point_of_interest,establishment"
Springfield Twp (Hamilton Co) Police Dept,Springfield Twp (Hamilton Co),Police Dept,OH,Springfield Township Police Department,"1130 Compton Rd, Cincinnati, OH 45231, United States",39.2342569,-84.5259461,"police,point_of_interest,establishment"
Euclid Police Dept,Euclid,Police Dept,OH,Euclid Police Department,"545 E 222nd St, Cleveland, OH 44123, United States",41.600337,-81.5257878,"police,point_of_interest,establishment"
Palm Bay Police Dept,Palm Bay,Police Dept,FL,Police Department-Administrative Bur,"130 Malabar Rd SE, Palm Bay, FL 32907, United States",27.9989636,-80.6699469,"fire_station,police,point_of_interest,establishment"
Lawrence Twp Police Dept,Lawrence Twp,Police Dept,NJ,Lawrence Township Police Department,"2211 Lawrenceville Rd, Lawrenceville, NJ 08648, United States",40.2838724,-74.7328277,"police,point_of_interest,establishment"
Pocono Twp Police Dept,Pocono Twp,Police Dept,PA,Pocono Twp Police Department,"PA-611, Tannersville, PA 18372, United States",41.0420772,-75.3071085,"police,point_of_interest,establishment"
Nogales Police Dept,Nogales,Police Dept,AZ,Nogales Police Department,"777 N Grand Ave, Nogales, AZ 85621, United States",31.3462004,-110.9309804,"police,point_of_interest,establishment"
Columbus Police Dept,Columbus,Police Dept,OH,Columbus Police Recruiting,"1000 N Hague Ave, Columbus, OH 43204, United States",39.9781658,-83.0787511,"police,point_of_interest,establishment"
Freehold Twp Police Dept,Freehold Twp,Police Dept,NJ,Freehold Borough Police Department,"36 Jackson St, Freehold, NJ 07728, United States",40.2608118,-74.2682038,"police,point_of_interest,establishment"
Terrebonne Parish Sheriff Department,Terrebonne Parish,Sheriff Department,LA,Terrebonne Tax Collector,"7856 Main St #120, Houma, LA 70360, United States",29.595999,-90.7222584,"library,local_government_office,police,point_of_interest,establishment"
Iberia Parish Sheriff Department,Iberia Parish,Sheriff Department,LA,Iberia Parish Sheriff Office,"459 E Main St, New Iberia, LA 70560, United States",30.002781,-91.812819,"local_government_office,police,point_of_interest,establishment"
Ofallon Police Dept,Ofallon,Police Dept,IL,Fairview Heights Police Department,"10027 Bunkum Rd, Fairview Heights, IL 62208, United States",38.5969338,-90.0117916,"police,point_of_interest,establishment"
Eagan City Police Dept,Eagan City,Police Dept,MN,Eagan Police Department,"3830 Pilot Knob Rd, Eagan, MN 55122, United States",44.8183523,-93.1660967,"police,point_of_interest,establishment"
Sandusky Police Dept,Sandusky,Police Dept,OH,Sandusky Police Department,"222 Meigs St, Sandusky, OH 44870, United States",41.4586485,-82.7012339,"police,point_of_interest,establishment"
Duarte,,,CA,Duarte Public Safety,"1042 Huntington Dr, Duarte, CA 91010, United States",34.139452,-117.9832077,"police,point_of_interest,establishment"
Village Of Port Chester Police Dept,Village Of Port Chester,Police Dept,NY,Port Chester Police Department,"350 N Main St #1, Port Chester, NY 10573, United States",41.006818,-73.6589245,"police,point_of_interest,establishment"
Ross Twp (Allegheny Co) Police Dept,Ross Twp (Allegheny Co),Police Dept,PA,Ross Township Police Department,"1000 Ross Municipal Dr, Pittsburgh, PA 15237, United States",40.5159308,-80.006592,"police,point_of_interest,establishment"
Storm Lake Police Dept,Storm Lake,Police Dept,IA,Storm Lake City Public Safety,"401 E Milwaukee Ave, Storm Lake, IA 50588, United States",42.6478891,-95.1963632,"fire_station,point_of_interest,establishment"
Derby Police Dept,Derby,Police Dept,KS,Derby Police Department,"229 N Baltimore Ave, Derby, KS 67037, United States",37.5451287,-97.2711091,"police,point_of_interest,establishment"
Bloomington Police Dept,Bloomington,Police Dept,IL,Bloomington Police Department,"305 S East St, Bloomington, IL 61701, United States",40.475811,-88.99253,"police,point_of_interest,establishment"
Meridian Twp Public Safety Dept,,,MI,Meridian Township Police Department,"5151 Marsh Rd, Okemos, MI 48864, United States",42.7288842,-84.4144758,"police,point_of_interest,establishment"
Washington Twp (Gloucester Co) Police Dept,Washington Twp (Gloucester Co),Police Dept,NJ,Washington Twp Police Department,"1 Mc Clure Dr, Sewell, NJ 08080, United States",39.7451909,-75.0815108,"police,point_of_interest,establishment"
Pasco County Sheriff Department,Pasco County,Sheriff Department,FL,Pasco County SheriffÆs Office,"8700 Citizens Dr, New Port Richey, FL 34654, United States",28.2672532,-82.6709825,"local_government_office,police,point_of_interest,establishment"
Weatherford Police Dept,Weatherford,Police Dept,OK,Weatherford Police Department,"201 SW Main St, Weatherford, OK 73096, United States",35.5246272,-98.7137137,"police,point_of_interest,establishment"
Haverhill Police Dept,Haverhill,Police Dept,MA,Haverhill Police Department,"40 Bailey Blvd, Haverhill, MA 01830, United States",42.7757034,-71.0796033,"police,point_of_interest,establishment"
Bound Brook Police Dept,Bound Brook,Police Dept,NJ,Bound Brook Police Department,"226 Hamilton St, Bound Brook, NJ 08805, United States",40.5645197,-74.5295804,"police,point_of_interest,establishment"
South Holland Police Dept,South Holland,Police Dept,IL,South Holland Police Department,"16220 Wausau Ave, South Holland, IL 60473, United States",41.6005757,-87.6111364,"police,point_of_interest,establishment"
Torrington Police Dept,Torrington,Police Dept,CT,Torrington Police Department,"576 Main St, Torrington, CT 06790, United States",41.8121505,-73.1204959,"police,point_of_interest,establishment"
Amsterdam Police Dept,Amsterdam,Police Dept,NY,Amsterdam Police Department,"1 Guy Park Ave, Amsterdam, NY 12010, United States",42.9380983,-74.1904155,"police,point_of_interest,establishment"
